time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-27T18:55:52.280Z,38.8346672,-122.8199997,1.37,0.56,md,12,83,0.01271,0.02,nc,nc73487821,2020-11-27T20:06:07.825Z,"8km NW of The Geysers, CA",earthquake,0.3,0.65,,1,automatic,nc,nc
2020-11-27T18:49:35.800Z,44.4006667,-115.196,13.69,2.06,ml,7,107,0.251,0.22,mb,mb80477834,2020-11-28T00:28:18.060Z,"28 km NW of Stanley, Idaho",earthquake,0.84,0.99,0.11,9,reviewed,mb,mb
2020-11-27T18:49:18.330Z,17.924,-66.9566,12,2.6,md,14,232,0.0927,0.15,pr,pr2020332018,2020-11-27T20:26:12.654Z,"7 km SW of Guánica, Puerto Rico",earthquake,0.79,0.44,0.31,10,reviewed,pr,pr
2020-11-27T18:45:09.478Z,49.9991,156.3598,45.3,5.3,mww,,58,3.223,0.69,us,us7000ckgb,2020-11-27T19:18:24.040Z,"77 km SSE of Severo-Kuril’sk, Russia",earthquake,8.1,4.4,0.073,18,reviewed,us,us
2020-11-27T18:42:10.130Z,19.4178333282471,-155.27082824707,1.07000005245209,1.83,ml,16,98,,0.239999995,hv,hv72248582,2020-11-27T18:47:40.690Z,"4 km SW of Volcano, Hawaii",earthquake,0.39,0.389999986,0.22,10,automatic,hv,hv
2020-11-27T18:39:58.061Z,-47.3604,100.1229,10,4.5,mb,,80,19.104,0.82,us,us7000ckgd,2020-11-27T21:52:28.040Z,"southeast Indian Ridge",earthquake,12.4,1.9,0.113,29,reviewed,us,us
2020-11-27T18:35:09.310Z,17.6388,-64.2616,5,3.96,md,16,346,1.6651,0.43,pr,pr2020332017,2020-11-27T21:45:46.040Z,"52 km E of Saint Croix, U.S. Virgin Islands",earthquake,26.24,25.37,0.17,12,reviewed,pr,pr
2020-11-27T18:32:38.000Z,37.389,-118.5435,13.86,2.34,md,30,82,0.1776,0.1,nc,nc73487801,2020-11-28T00:52:05.626Z,"6km ESE of Round Valley, CA",earthquake,0.26,1.06,0.222,28,reviewed,nc,nc
2020-11-27T18:31:30.242Z,62.5893,-143.3797,0,2.3,ml,,,,0.6,ak,ak020f9dbqdb,2020-11-27T18:44:59.491Z,"30 km NW of Nabesna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-27T18:27:38.039Z,37.7115,-97.2346,5,2.3,mb_lg,,125,0.662,0.38,us,us7000ckg0,2020-11-28T17:36:12.611Z,"3 km NE of Eastborough, Kansas",earthquake,1.6,1.9,0.086,37,reviewed,us,us
2020-11-27T18:26:04.480Z,19.3368339538574,-155.134506225586,2.22000002861023,1.83000004,md,31,183,,0.219999999,hv,hv72248562,2020-11-27T18:29:10.260Z,"14 km S of Fern Forest, Hawaii",earthquake,0.55,0.75,0.959999979,14,automatic,hv,hv
2020-11-27T18:22:55.572Z,62.6045,-143.4041,3.6,1.9,ml,,,,0.5,ak,ak020f9d9uvn,2020-11-27T18:33:47.555Z,"30 km ESE of Slana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-27T18:15:35.890Z,38.2622,-117.7292,15.1,1,ml,11,86.97,0.035,0.04,nn,nn00786439,2020-11-27T18:24:16.356Z,"36 km ESE of Mina, Nevada",earthquake,,6.9,,,automatic,nn,nn
2020-11-27T17:59:44.582Z,60.027,-151.8218,69.1,1.8,ml,,,,0.4,ak,ak020f9cwbx4,2020-11-27T18:07:23.938Z,"8 km WSW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-27T17:55:56.820Z,34.6935,-121.4003333,16.35,2.2,md,9,312,0.6738,0.1,nc,nc73487786,2020-11-28T08:20:05.320Z,"81km W of Vandenberg Air Force Base, CA",earthquake,1.38,2.43,0.203,15,reviewed,nc,nc
2020-11-27T17:54:27.511Z,61.5734,-149.8181,37.1,3,ml,,,,0.5,ak,ak020f9cv7yh,2020-11-28T17:57:21.820Z,"6 km S of Houston, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-11-27T17:42:22.701Z,61.8801,-150.3036,12.3,1.7,ml,,,,0.88,ak,ak020f9csn22,2020-11-27T17:51:40.589Z,"20 km NW of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-27T17:41:29.350Z,17.8411,-66.9016,13,2.68,md,8,258,0.1359,0.19,pr,pr2020332016,2020-11-27T18:01:36.662Z,"14 km S of Guánica, Puerto Rico",earthquake,1.02,0.57,0.12,7,reviewed,pr,pr
2020-11-27T17:38:36.470Z,33.4951667,-116.7918333,4.39,0.65,ml,29,45,0.01858,0.14,ci,ci39478447,2020-11-27T22:44:07.923Z,"9km NE of Aguanga, CA",earthquake,0.16,0.32,0.119,14,reviewed,ci,ci
2020-11-27T17:36:00.050Z,34.0051667,-117.5071667,2.98,1.38,ml,41,61,0.03439,0.18,ci,ci39478439,2020-11-27T22:21:48.832Z,"2km NNE of Mira Loma, CA",earthquake,0.17,0.2,0.128,44,reviewed,ci,ci
2020-11-27T17:21:36.870Z,19.3929996490479,-155.3125,0.589999973773956,1.92999995,md,8,157,,0.159999996,hv,hv72248512,2020-11-27T17:24:37.640Z,"9 km SW of Volcano, Hawaii",earthquake,0.56,0.439999998,0.720000029,7,automatic,hv,hv
2020-11-27T17:17:52.690Z,63.1924,-150.8006,123.4,2,ml,,,,0.61,ak,ak020f9cncgb,2020-11-27T17:31:07.882Z,"60 km SE of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-27T16:57:34.260Z,61.5206,-147.5212,32.3,1.4,ml,,,,0.46,ak,ak020f9caeyl,2020-11-27T21:40:40.288Z,"32 km SSE of Glacier View, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-11-27T16:55:12.670Z,17.5598,-64.2481,56,3.64,md,7,348,1.7033,0.4,pr,pr2020332015,2020-11-27T18:01:56.040Z,"56 km ESE of Saint Croix, U.S. Virgin Islands",earthquake,7.47,17.14,0.14,5,reviewed,pr,pr
2020-11-27T16:54:39.840Z,34.3106667,-116.4356667,6.92,1.5,ml,25,72,0.04795,0.13,ci,ci39478407,2020-11-27T22:06:17.630Z,"22km N of Yucca Valley, CA",earthquake,0.22,0.44,0.181,52,reviewed,ci,ci
2020-11-27T16:50:42.900Z,17.9756,-66.9663,10,2.43,md,7,176,0.0782,0.16,pr,pr2020332014,2020-11-27T17:04:54.926Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.79,1.15,0.04,6,reviewed,pr,pr
2020-11-27T16:50:35.620Z,38.7915,-122.7471667,3.36,0.59,md,30,51,0.0116,0.04,nc,nc73487781,2020-11-28T06:31:04.671Z,"2km NNE of The Geysers, CA",earthquake,0.22,0.53,0.164,4,reviewed,nc,nc
2020-11-27T16:45:15.231Z,66.314,-157.4651,0.1,2.6,ml,,,,0.94,ak,ak020f9c7udy,2020-11-27T17:54:42.040Z,"65 km SSW of Shungnak, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-27T16:43:32.086Z,2.4589,128.6425,232.97,4.6,mb,,131,2.105,0.73,us,us7000ckfe,2020-11-27T17:50:30.040Z,"107 km NE of Tobelo, Indonesia",earthquake,10.3,8.6,0.103,28,reviewed,us,us
2020-11-27T16:42:30.810Z,38.1602,-117.9843,3.4,0.9,ml,11,107.51,0.028,0.05,nn,nn00786435,2020-11-27T17:46:36.040Z,"27 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-11-27T16:34:07.748Z,66.3058,-157.4653,0,2.3,ml,,,,0.88,ak,ak020f9c5gly,2020-11-27T16:47:31.873Z,"66 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-27T16:32:23.110Z,17.9515,-66.9653,11,1.99,md,4,210,0.0809,0.07,pr,pr2020332013,2020-11-27T16:43:11.806Z,"6 km WSW of Guánica, Puerto Rico",earthquake,1.17,0.98,0.14,4,reviewed,pr,pr
2020-11-27T16:08:09.340Z,32.7656667,-115.5291667,7.55,1.71,ml,24,95,0.05732,0.25,ci,ci39478399,2020-11-27T21:51:36.017Z,"4km SE of El Centro, CA",earthquake,0.47,0.78,0.197,28,reviewed,ci,ci
2020-11-27T15:57:53.368Z,63.3656,-145.7401,0.8,1.9,ml,,,,0.66,ak,ak020f9bp1yf,2020-11-27T16:39:50.330Z,"31 km NNW of Paxson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-27T15:46:36.370Z,35.5001667,-118.4088333,2.53,1.38,ml,16,106,0.1707,0.18,ci,ci39478383,2020-11-27T16:11:05.640Z,"12km SE of Bodfish, CA",earthquake,0.36,1.57,0.198,23,reviewed,ci,ci
2020-11-27T15:44:22.850Z,38.1932,-117.7842,11,1.3,ml,19,116.38,0.064,0.08,nn,nn00786431,2020-11-27T16:38:21.181Z,"35 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-27T15:37:33.880Z,38.1657,-117.8972,4.6,0.5,ml,9,137.99,0.011,0.04,nn,nn00786430,2020-11-27T15:42:55.116Z,"Nevada",earthquake,,6,,,automatic,nn,nn
2020-11-27T15:31:19.400Z,32.9385,-116.2195,10.99,0.84,ml,25,113,0.07233,0.18,ci,ci39478375,2020-11-27T21:06:20.508Z,"24km SSW of Ocotillo Wells, CA",earthquake,0.32,0.54,0.061,8,reviewed,ci,ci
2020-11-27T15:02:55.440Z,17.856,-66.8488,7,2.87,md,8,251,0.1229,0.34,pr,pr2020332011,2020-11-27T15:15:22.303Z,"14 km SSE of Maria Antonia, Puerto Rico",earthquake,1.9,3.37,0.11,4,reviewed,pr,pr
2020-11-27T14:24:04.450Z,17.9263,-66.8566,8,2.62,md,9,224,0.1925,0.08,pr,pr2020332010,2020-11-27T14:39:10.111Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.54,1.37,0.13,3,reviewed,pr,pr
2020-11-27T14:12:52.770Z,17.957,-67.01,7,1.81,md,3,326,0.0364,0.08,pr,pr2020332009,2020-11-27T14:33:01.310Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,1.17,0.73,0.16,2,reviewed,pr,pr
2020-11-27T13:56:04.630Z,38.1618,-117.8353,11.6,1,ml,14,96.51,0.021,0.09,nn,nn00786426,2020-11-27T14:52:56.356Z,"34 km SE of Mina, Nevada",earthquake,,2.8,,,automatic,nn,nn
2020-11-27T13:54:20.840Z,38.1453,-117.9648,9.5,1.4,ml,20,121.81,0.017,0.14,nn,nn00786422,2020-11-27T13:57:37.523Z,"29 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-27T13:38:14.010Z,19.328,-155.135333333333,1.68,2.36,ml,51,178,,0.14,hv,hv72248352,2020-11-27T21:41:01.820Z,"15 km S of Fern Forest, Hawaii",earthquake,0.3,0.44,0.129131979895118,20,reviewed,hv,hv
2020-11-27T13:37:45.028Z,-2.632,127.5085,10,4.8,mb,,67,3.384,0.69,us,us7000ckcz,2020-11-27T13:56:35.040Z,"139 km NNW of Ambon, Indonesia",earthquake,4.6,1.9,0.085,43,reviewed,us,us
2020-11-27T13:35:47.200Z,38.8283348,-122.8146667,1.8,1.35,md,23,59,0.006099,0.02,nc,nc73487751,2020-11-27T14:54:04.857Z,"8km NW of The Geysers, CA",earthquake,0.19,0.36,0.03,5,automatic,nc,nc
2020-11-27T13:34:42.010Z,38.8276672,-122.8143311,1.81,1.02,md,23,42,0.005409,0.02,nc,nc73487746,2020-11-27T14:29:05.695Z,"8km NW of The Geysers, CA",earthquake,0.18,0.43,0.11,4,automatic,nc,nc
2020-11-27T13:27:08.220Z,33.1811667,-115.603,3.05,1.37,ml,16,66,0.01122,0.15,ci,ci39478327,2020-11-27T13:30:50.602Z,"10km SW of Niland, CA",earthquake,0.31,0.2,0.194,22,automatic,ci,ci
2020-11-27T13:21:48.890Z,33.1773333,-115.599,3.13,1.5,ml,21,55,0.01396,0.19,ci,ci39478319,2020-11-27T13:25:38.802Z,"10km NW of Calipatria, CA",earthquake,0.28,0.24,0.241,28,automatic,ci,ci
2020-11-27T13:07:31.710Z,17.848,-66.9125,13,2.64,md,12,251,0.1314,0.09,pr,pr2020332008,2020-11-27T13:23:06.230Z,"13 km S of Guánica, Puerto Rico",earthquake,0.72,0.44,0.31,6,reviewed,pr,pr
2020-11-27T13:07:18.746Z,63.2879,-151.0859,0,1.4,ml,,,,0.6,ak,ak020f9a7e97,2020-11-27T13:20:18.577Z,"42 km SE of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-27T13:00:15.410Z,38.1663,-117.8333,6.2,1.9,ml,18,63.32,0.028,0.06,nn,nn00786420,2020-11-27T13:55:18.067Z,"34 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-27T12:49:41.370Z,38.1873,-117.8518,9,1.4,ml,20,64.98,0.011,0.12,nn,nn00786416,2020-11-27T13:01:16.823Z,"31 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-11-27T12:38:18.240Z,38.8336678,-122.8116684,1.91,0.65,md,18,71,0.01033,0.02,nc,nc73487736,2020-11-27T13:08:11.237Z,"8km W of Cobb, CA",earthquake,0.23,0.54,0.07,3,automatic,nc,nc
2020-11-27T12:19:42.648Z,18.6661,-70.7669,10,4.2,mb,,82,0.585,0.88,us,us7000ckc2,2020-11-27T17:04:59.399Z,"9 km N of Peralta, Dominican Republic",earthquake,1.5,1.9,0.186,9,reviewed,us,us
2020-11-27T12:17:52.277Z,61.0611,-149.6584,9.1,2.9,ml,,,,0.68,ak,ak020f99o6el,2020-11-29T06:54:15.162Z,"16 km N of Hope, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-11-27T12:15:13.361Z,18.6852,-70.7753,10,4.2,ml,,117,0.568,1,us,us7000ckbv,2020-11-27T13:03:08.199Z,"9 km SE of El Guayabal, Dominican Republic",earthquake,2,2,0.055,43,reviewed,us,us
2020-11-27T12:13:43.170Z,46.3993333333333,-119.189,3.29,0.6,ml,11,196,0.07111,0.04,uw,uw61703211,2020-11-29T20:07:26.710Z,"14 km NNE of Richland, Washington",earthquake,0.29,0.88,0.105385246264026,8,reviewed,uw,uw
2020-11-27T12:04:39.970Z,19.1596660614014,-155.46516418457,32.3400001525879,1.84000003,md,31,166,,0.159999996,hv,hv72248267,2020-11-27T12:07:48.370Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.87,1.37,1.84000003,4,automatic,hv,hv
2020-11-27T11:55:35.800Z,19.1679992675781,-155.490493774414,31.8600006103516,1.91999996,md,32,157,,0.140000001,hv,hv72248257,2020-11-27T11:58:48.830Z,"4 km SSW of Pāhala, Hawaii",earthquake,0.76,1.20000005,1.15999997,8,automatic,hv,hv
2020-11-27T11:52:01.500Z,31.058,139.2811,280.58,4,mb,,112,2.1,0.51,us,us7000ckbr,2020-11-27T12:23:12.040Z,"Izu Islands, Japan region",earthquake,9.3,9.5,0.1,28,reviewed,us,us
2020-11-27T11:32:42.371Z,61.3841,-151.49,78.6,0.9,ml,,,,0.37,ak,ak020f995xwv,2020-11-27T11:36:46.187Z,"34 km NW of Beluga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-27T11:16:39.530Z,35.6235,-117.6005,9.06,0.86,ml,19,97,0.05612,0.17,ci,ci39478311,2020-11-27T16:56:31.902Z,"7km E of Ridgecrest, CA",earthquake,0.25,0.59,0.09,10,reviewed,ci,ci
2020-11-27T11:05:59.970Z,35.858,-117.6838333,7.44,1.77,ml,37,45,0.08184,0.17,ci,ci39478303,2020-11-27T20:47:23.040Z,"22km ESE of Little Lake, CA",earthquake,0.17,0.56,0.19,33,reviewed,ci,ci
2020-11-27T10:46:21.820Z,38.169,-118.232,11.4,0.6,ml,9,211.26,0.154,0.04,nn,nn00786409,2020-11-27T10:59:13.862Z,"26 km SSW of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-11-27T10:38:56.410Z,37.638,-118.9368333,4.43,0.7,md,17,76,0.02767,0.05,nc,nc73487726,2020-11-27T17:12:05.714Z,"4km E of Mammoth Lakes, CA",earthquake,0.27,0.43,0.333,14,reviewed,nc,nc
2020-11-27T10:27:31.700Z,33.4928333,-116.5031667,12.32,0.5,ml,14,110,0.06856,0.11,ci,ci39478287,2020-11-27T16:08:32.010Z,"17km ESE of Anza, CA",earthquake,0.31,0.61,0.133,6,reviewed,ci,ci
2020-11-27T10:22:36.180Z,33.0483333,-116.3951667,4.55,0.63,ml,31,75,0.04626,0.18,ci,ci39478279,2020-11-27T17:10:07.282Z,"20km E of Julian, CA",earthquake,0.24,0.46,0.078,6,reviewed,ci,ci
2020-11-27T10:12:12.711Z,59.763,-153.2059,107.6,1.9,ml,,,,0.87,ak,ak020f98g5ky,2020-11-27T11:35:05.739Z,"50 km E of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-27T10:06:18.160Z,38.3786667,-83.5868333,23.37,1.85,md,5,165,0.1371,0.13,se,se60117923,2020-11-27T16:51:54.910Z,"13 km ESE of Flemingsburg, Kentucky",earthquake,0.66,1.02,0.03,4,reviewed,se,se
2020-11-27T10:02:34.150Z,38.8338318,-122.8170013,1.68,1.2,md,21,51,0.01174,0.02,nc,nc73487721,2020-11-27T11:51:06.747Z,"8km NW of The Geysers, CA",earthquake,0.19,0.41,0.29,4,automatic,nc,nc
2020-11-27T09:49:56.280Z,33.646,-116.7183333,14.02,1.65,ml,54,28,0.06466,0.19,ci,ci39478271,2020-11-27T16:09:00.400Z,"10km S of Idyllwild, CA",earthquake,0.22,0.35,0.228,26,reviewed,ci,ci
2020-11-27T09:47:08.868Z,2.7944,96.284,35,4.5,mb,,121,1.964,0.52,us,us7000ckb8,2020-11-27T10:22:21.040Z,"36 km NNW of Sinabang, Indonesia",earthquake,7,2,0.106,28,reviewed,us,us
2020-11-27T09:44:26.040Z,17.9415,-66.94,11,2.05,md,12,214,0.0695,0.12,pr,pr2020332007,2020-11-27T09:56:07.312Z,"4 km SW of Guánica, Puerto Rico",earthquake,0.69,0.47,0.3,4,reviewed,pr,pr
2020-11-27T09:39:57.140Z,36.6245003,-121.2666702,5.75,1.55,md,9,97,0.04094,0.19,nc,nc73487716,2020-11-27T11:25:05.579Z,"15km NW of Pinnacles, CA",earthquake,0.75,1.9,0.33,6,automatic,nc,nc
2020-11-27T09:39:49.850Z,38.8146667,-122.8069992,1.03,0.32,md,11,65,0.00904,0.03,nc,nc73487711,2020-11-27T10:58:06.440Z,"6km NW of The Geysers, CA",earthquake,0.29,0.6,0.23,2,automatic,nc,nc
2020-11-27T09:31:22.530Z,36.034,-117.771,2.13,0.62,ml,17,66,0.009929,0.14,ci,ci39478263,2020-11-27T20:07:46.905Z,"16km E of Coso Junction, CA",earthquake,0.2,0.22,0.182,4,reviewed,ci,ci
2020-11-27T09:29:30.431Z,62.2168,-151.9624,32.4,1.3,ml,,,,0.52,ak,ak020f97yeaw,2020-11-27T09:34:52.264Z,"38 km NW of Skwentna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-27T09:25:10.440Z,35.7096667,-117.5011667,6.66,1.15,ml,29,87,0.1182,0.15,ci,ci39478255,2020-11-27T20:19:57.550Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.66,0.126,16,reviewed,ci,ci
2020-11-27T09:17:44.960Z,38.7506676,-122.7351685,1.02,1.61,md,21,90,0.01356,0.06,nc,nc73487701,2020-11-27T10:07:05.164Z,"4km SSE of The Geysers, CA",earthquake,0.25,0.39,0.16,8,automatic,nc,nc
2020-11-27T09:14:13.160Z,17.8608,-66.9106,14,2.5,md,15,253,0.1185,0.15,pr,pr2020332006,2020-11-27T09:40:10.319Z,"12 km S of Guánica, Puerto Rico",earthquake,0.66,0.89,0.31,10,reviewed,pr,pr
2020-11-27T09:04:33.526Z,62.4236,-142.4941,0,1.8,ml,,,,1.37,ak,ak020f97t1ry,2020-11-27T09:29:31.438Z,"27 km ENE of Nabesna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-27T09:03:37.670Z,33.5298333,-116.7305,3.67,0.35,ml,18,72,0.03592,0.1,ci,ci39478247,2020-11-27T17:24:59.946Z,"6km WSW of Anza, CA",earthquake,0.19,0.4,0.149,8,reviewed,ci,ci
2020-11-27T08:57:39.014Z,64.4808,-147.5147,5,1.3,ml,,,,0.69,ak,ak020f97izlo,2020-11-27T09:12:09.340Z,"29 km W of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-27T08:53:16.580Z,38.1562,-117.9675,11.4,0.9,ml,11,133.51,0.065,0.16,nn,nn00786407,2020-11-27T10:48:14.958Z,"28 km SSE of Mina, Nevada",earthquake,,12,,,automatic,nn,nn
2020-11-27T08:50:29.060Z,33.646,-116.704,14.2,0.52,ml,21,85,0.06555,0.15,ci,ci39478239,2020-11-27T16:04:41.836Z,"10km NNW of Anza, CA",earthquake,0.41,0.72,0.213,12,reviewed,ci,ci
2020-11-27T08:35:52.470Z,17.9313,-66.7418,15,2.53,md,17,192,0.1442,0.13,pr,pr2020332005,2020-11-27T09:01:51.215Z,"7 km SSW of Tallaboa, Puerto Rico",earthquake,0.53,0.42,0.19,15,reviewed,pr,pr
2020-11-27T08:35:40.480Z,38.802166,-122.7705002,1.35,0.84,md,16,120,0.01364,0.03,nc,nc73487696,2020-11-27T09:41:05.011Z,"3km NNW of The Geysers, CA",earthquake,0.27,0.51,0.15,3,automatic,nc,nc
2020-11-27T08:33:47.447Z,64.7103,-151.0034,7.2,1.3,ml,,,,0.98,ak,ak020f97dv2n,2020-11-27T09:00:07.488Z,"36 km SSW of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-27T08:28:12.370Z,38.8181648,-122.7826691,1.66,0.57,md,11,151,0.005138,0.01,nc,nc73487691,2020-11-27T08:42:04.689Z,"5km NNW of The Geysers, CA",earthquake,0.44,0.71,0.37,2,automatic,nc,nc
2020-11-27T08:27:56.447Z,38.1158,38.59,10,4.6,mb,,75,0.995,1.13,us,us7000ckak,2020-11-27T17:04:04.699Z,"9 km NNW of Sincik, Turkey",earthquake,3.1,1.9,0.077,50,reviewed,us,us
2020-11-27T08:15:00.470Z,47.6513333333333,-120.246833333333,2.67,0.38,ml,5,123,0.07442,0.06,uw,uw61703206,2020-11-28T19:08:28.020Z,"3 km SW of Entiat, Washington",earthquake,0.39,2.16,0.196406808115954,4,reviewed,uw,uw
2020-11-27T08:11:57.180Z,33.4898333,-116.7933333,5.01,0.23,ml,17,73,0.02323,0.14,ci,ci39478231,2020-11-27T18:29:26.125Z,"8km NE of Aguanga, CA",earthquake,0.21,0.67,0.108,4,reviewed,ci,ci
2020-11-27T08:05:27.230Z,44.4633333,-115.1921667,5.29,2.57,ml,11,79,0.301,0.17,mb,mb80477809,2020-11-28T00:08:36.870Z,"33 km NW of Stanley, Idaho",earthquake,0.42,1.08,0.118,14,reviewed,mb,mb
2020-11-27T07:59:25.290Z,48.5548333333333,-122.6045,15.66,1.75,ml,28,85,0.1255,0.27,uw,uw61703201,2020-11-28T02:14:52.240Z,"4 km N of Anacortes, Washington",earthquake,0.36,0.75,0.12651054500941,11,reviewed,uw,uw
2020-11-27T07:55:16.130Z,62.5298,-150.7188,66.9,1.5,ml,,,,0.7,ak,ak020f96x2te,2020-11-27T08:12:31.855Z,"4 km NNE of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-27T07:49:50.029Z,62.953,-148.8448,5.4,2,ml,,,,1.06,ak,ak020f96vv56,2020-11-27T07:54:19.285Z,"49 km S of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-27T07:49:16.020Z,44.3078333,-115.1723333,4.99,1.85,ml,10,66,0.175,0.28,mb,mb80477799,2020-11-28T14:58:38.880Z,"21 km WNW of Stanley, Idaho",earthquake,0.66,2.38,0.25,7,reviewed,mb,mb
2020-11-27T07:40:18.190Z,40.245,-121.3588333,3.76,1.02,md,8,165,0.1592,0.09,nc,nc73487681,2020-11-27T16:47:04.534Z,"13km WSW of Chester, CA",earthquake,0.93,4.69,0.168,9,reviewed,nc,nc
2020-11-27T07:40:02.790Z,38.8201675,-122.7948303,2.71,0.68,md,17,34,0.01219,0.02,nc,nc73487676,2020-11-27T09:01:05.795Z,"6km NW of The Geysers, CA",earthquake,0.27,0.66,0.16,3,automatic,nc,nc
2020-11-27T07:35:40.800Z,38.8393326,-122.8235016,1.24,0.68,md,16,86,0.00939,0.01,nc,nc73487671,2020-11-27T08:36:05.644Z,"9km WNW of Cobb, CA",earthquake,0.24,0.51,0.19,3,automatic,nc,nc
2020-11-27T07:35:02.270Z,33.1845,-115.598,5.31,1.38,ml,20,68,0.01637,0.2,ci,ci39478223,2020-11-27T18:52:24.813Z,"10km SW of Niland, CA",earthquake,0.28,0.36,0.207,23,reviewed,ci,ci
2020-11-27T07:34:01.280Z,34.553,-118.2808333,6.96,1.25,ml,29,50,0.1149,0.13,ci,ci39478215,2020-11-27T17:50:04.870Z,"7km S of Leona Valley, CA",earthquake,0.16,0.47,0.222,21,reviewed,ci,ci
2020-11-27T07:32:18.269Z,67.6588,-149.6405,0,1.7,ml,,,,1.28,ak,ak020f96s5fi,2020-11-27T07:49:28.507Z,"34 km NE of Wiseman, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-27T07:26:22.140Z,19.2646,-65.0796,29,3.4,md,12,331,1.3607,0.29,pr,pr2020332004,2020-11-27T08:47:53.324Z,"103 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.12,22.42,0.04,2,reviewed,pr,pr
2020-11-27T07:18:22.200Z,46.92,-112.5311667,12.25,0.88,ml,12,131,0.079,0.13,mb,mb80477789,2020-11-27T16:55:57.800Z,"12 km ESE of Lincoln, Montana",earthquake,0.48,0.61,0.292,2,reviewed,mb,mb
2020-11-27T07:10:38.489Z,66.3385,-157.4527,0,1.9,ml,,,,0.84,ak,ak020f96nhbx,2020-11-27T07:24:35.668Z,"62 km SSW of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-27T07:09:58.380Z,56.2161,-148.8738,19.72,3.7,ml,,203,2.566,0.81,us,us7000ck9n,2020-11-27T12:58:30.040Z,"259 km SE of Chiniak, Alaska",earthquake,9.7,9.3,0.05,52,reviewed,us,us
2020-11-27T07:07:50.980Z,18.4775,-65.8838,55,2.04,ml,10,272,0.3372,0.4,pr,pr2020332003,2020-11-27T08:07:25.960Z,"5 km N of Loíza, Puerto Rico",earthquake,2.98,2.99,0,0,reviewed,pr,pr
2020-11-27T07:01:43.200Z,37.3446667,-121.703,6.03,1.1,md,17,66,0.04826,0.09,nc,nc73487666,2020-11-28T08:05:05.224Z,"11km ESE of Alum Rock, CA",earthquake,0.3,0.42,0.254,19,reviewed,nc,nc
2020-11-27T06:59:41.800Z,44.3411667,-115.028,5.54,2.37,ml,12,57,0.139,0.28,mb,mb80477784,2020-11-28T00:22:08.345Z,"15 km NNW of Stanley, Idaho",earthquake,0.56,1.44,0.212,11,reviewed,mb,mb
2020-11-27T06:59:12.800Z,38.1358,-117.9967,5.7,1.7,ml,13,122.67,0.03,0.07,nn,nn00786402,2020-11-27T07:03:36.431Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-11-27T06:52:11.354Z,59.3915,-152.5853,72.3,2.2,ml,,,,0.77,ak,ak020f96aznz,2020-11-27T09:18:08.040Z,"37 km W of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-27T06:50:09.940Z,44.3443333,-115.0166667,8.53,1.97,ml,8,114,0.14,0.17,mb,mb80477769,2020-11-28T15:05:22.730Z,"15 km NNW of Stanley, Idaho",earthquake,0.49,1.04,0.218,9,reviewed,mb,mb
